# use CTRL + F to search

Symbol: AGLD | Network: ERC20 | Withdrawal fee: 10.0
Symbol: DCXEN | Network: DOGECHAIN | Withdrawal fee: 18000000.0
Symbol: PAZZI | Network: ERC20 | Withdrawal fee: 100.0
Symbol: CTO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MATIC | Network: ERC20 | Withdrawal fee: 5.74
Symbol: MATIC | Network: MATIC | Withdrawal fee: 0.15
Symbol: MTRM | Network: ERC20 | Withdrawal fee: 43.0
Symbol: TVK | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PNG | Network: AVAX_CCHAIN | Withdrawal fee: 6.0
Symbol: NFTD | Network: ERC20 | Withdrawal fee: 82.0
Symbol: PNK | Network: ERC20 | Withdrawal fee: 200.0
Symbol: ZENI | Network: ERC20 | Withdrawal fee: 1538.0
Symbol: NBLH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PNT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NFTY | Network: ERC20 | Withdrawal fee: 2148.0
Symbol: LFT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CUP | Network: ERC20 | Withdrawal fee: 74680.0
Symbol: HEBE | Network: ETC | Withdrawal fee: 0.1
Symbol: POE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NODL | Network: NODLE | Withdrawal fee: 1.0
Symbol: POM | Network: POM | Withdrawal fee: 0.0
Symbol: TWT | Network: BEP2 | Withdrawal fee: 1.0
Symbol: COFIX | Network: ERC20 | Withdrawal fee: 193.0
Symbol: POP | Network: ERC20 | Withdrawal fee: 24686.0
Symbol: DVPN | Network: DVPN | Withdrawal fee: 0.0
Symbol: POT | Network: ERC20 | Withdrawal fee: 153.0
Symbol: MTRG | Network: MTRG | Withdrawal fee: 1.0
Symbol: TXA | Network: ERC20 | Withdrawal fee: 13.0
Symbol: CVP | Network: ERC20 | Withdrawal fee: 32.0
Symbol: YODE | Network: DOGECHAIN | Withdrawal fee: 0.02
Symbol: CVR | Network: ERC20 | Withdrawal fee: 3367.0
Symbol: CVT | Network: ERC20 | Withdrawal fee: 11406.0
Symbol: CVX | Network: ERC20 | Withdrawal fee: 1.05
Symbol: YAM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LHB | Network: HECO | Withdrawal fee: 0.0
Symbol: TOKKI | Network: KLAY | Withdrawal fee: 1.0
Symbol: YAS | Network: YAS | Withdrawal fee: 0.0
Symbol: SUSHI | Network: ERC20 | Withdrawal fee: 5.5
Symbol: SUSHI | Network: SOL | Withdrawal fee: 0.0001
Symbol: COGO | Network: ERC20 | Withdrawal fee: 6488.0
Symbol: AMIO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CWD | Network: ERC20 | Withdrawal fee: 14367.0
Symbol: COGE | Network: ERC20 | Withdrawal fee: 40000000.0
Symbol: XSTAR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CWS | Network: ERC20 | Withdrawal fee: 17.0
Symbol: SEEL | Network: ERC20 | Withdrawal fee: 100.0
Symbol: SIMP | Network: ERC20 | Withdrawal fee: 120.0
Symbol: KATA | Network: ERC20 | Withdrawal fee: 12643.0
Symbol: CWV | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CELOTESTTOKEN | Network: NONE | Withdrawal fee: 0.0
Symbol: UGAS | Network: UGAS(Ultrain) | Withdrawal fee: 555.0
Symbol: BLES | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DERI | Network: ERC20 | Withdrawal fee: 593.0
Symbol: TYP | Network: ERC20 | Withdrawal fee: 255264.0
Symbol: BALPHA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: POTATOZ | Network: NONE | Withdrawal fee: 0.0
Symbol: DERC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CSPR | Network: CSPR | Withdrawal fee: 0.001
Symbol: TYT | Network: ERC20 | Withdrawal fee: 500.0
Symbol: CXD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HAI | Network: VET | Withdrawal fee: 1.0
Symbol: SILK | Network: ERC20 | Withdrawal fee: 10.0
Symbol: LIT | Network: ERC20 | Withdrawal fee: 17.0
Symbol: NFUP | Network: ERC20 | Withdrawal fee: 540.0
Symbol: HAO | Network: ERC20 | Withdrawal fee: 804.0
Symbol: YCC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SMTY | Network: ERC20 | Withdrawal fee: 1550.0
Symbol: TLOS | Network: ERC20 | Withdrawal fee: 30.0
Symbol: TLOS | Network: TELOS | Withdrawal fee: 1.0
Symbol: BCST | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AICO | Network: KLAY | Withdrawal fee: 45.0
Symbol: CYC | Network: ERC20 | Withdrawal fee: 0.140217
Symbol: BCUG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: COIN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PRQ | Network: ERC20 | Withdrawal fee: 54.0
Symbol: PS1 | Network: MATIC | Withdrawal fee: 0.0
Symbol: PRT | Network: SOL | Withdrawal fee: 0.0
Symbol: MMFCRO | Network: CRONOS | Withdrawal fee: 0.0
Symbol: WICC | Network: WICC | Withdrawal fee: 0.0
Symbol: YDF | Network: ERC20 | Withdrawal fee: 630.0
Symbol: CYS | Network: SOL | Withdrawal fee: 103.0
Symbol: LUCKY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ACUMEN | Network: SOL | Withdrawal fee: 0.0
Symbol: KAVA | Network: KAVA | Withdrawal fee: 0.1
Symbol: BAMBOO | Network: ERC20 | Withdrawal fee: 263.0
Symbol: YAMV2 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: YAMV3 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PSL | Network: PSL | Withdrawal fee: 1.0
Symbol: PSP | Network: ERC20 | Withdrawal fee: 216.0
Symbol: COCOS | Network: ERC20 | Withdrawal fee: 31.0
Symbol: BPOP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: RUN5KM | Network: ERC20 | Withdrawal fee: 634.0
Symbol: HCT | Network: AVAX_CCHAIN | Withdrawal fee: 887.0
Symbol: METAL | Network: PROTON | Withdrawal fee: 1.0
Symbol: RBCOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CZT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DEUS | Network: ERC20 | Withdrawal fee: 0.0772
Symbol: DEUS | Network: MATIC | Withdrawal fee: 0.004
Symbol: KISHU | Network: ERC20 | Withdrawal fee: 22503788448.0
Symbol: LIEN | Network: ERC20 | Withdrawal fee: 17.0
Symbol: PTN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PTP | Network: AVAX_CCHAIN | Withdrawal fee: 3.0
Symbol: PTR | Network: ERC20 | Withdrawal fee: 97.0
Symbol: PTT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: EURT | Network: ERC20 | Withdrawal fee: 1.0
Symbol: IDEA | Network: ERC20 | Withdrawal fee: 649.0
Symbol: HDS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SAUCE | Network: HBAR | Withdrawal fee: 30.0
Symbol: CITAKNIGHT | Network: ERC20 | Withdrawal fee: 100.0
Symbol: YFI | Network: ERC20 | Withdrawal fee: 0.00119371
Symbol: LIFE | Network: ERC20 | Withdrawal fee: 11349.0
Symbol: DEVT | Network: ERC20 | Withdrawal fee: 1276.0
Symbol: AKITAX | Network: AVAX_CCHAIN | Withdrawal fee: 5500.0
Symbol: KNIGHT | Network: MATIC | Withdrawal fee: 3.0
Symbol: HEC | Network: FTM | Withdrawal fee: 0.0
Symbol: YFV | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ONES | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LQTY | Network: ERC20 | Withdrawal fee: 2.4
Symbol: YFX | Network: ERC20 | Withdrawal fee: 134.0
Symbol: YFX | Network: NONE | Withdrawal fee: 10.0
Symbol: YFX | Network: HECO | Withdrawal fee: 3.0
Symbol: YFX | Network: TRC20 | Withdrawal fee: 12.0
Symbol: DANA | Network: ADA | Withdrawal fee: 190.0
Symbol: XPOP | Network: ERC20 | Withdrawal fee: 7.0
Symbol: YGG | Network: ERC20 | Withdrawal fee: 23.0
Symbol: HEX | Network: ERC20 | Withdrawal fee: 70.0
Symbol: HEZ | Network: ERC20 | Withdrawal fee: 0.59
Symbol: COLA | Network: TRC20 | Withdrawal fee: 0.0
Symbol: EMAX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ROAD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ROAR | Network: MOVR | Withdrawal fee: 0.0
Symbol: PVT | Network: ERC20 | Withdrawal fee: 410848.0
Symbol: COMP | Network: ERC20 | Withdrawal fee: 0.2089
Symbol: XPRT | Network: XPRT | Withdrawal fee: 0.0
Symbol: BPRO | Network: BEP2 | Withdrawal fee: 0.0
Symbol: HFT | Network: ERC20 | Withdrawal fee: 20.0
Symbol: LARIX | Network: SOL | Withdrawal fee: 0.0
Symbol: DAPP | Network: EOS | Withdrawal fee: 0.0
Symbol: FORTH | Network: ERC20 | Withdrawal fee: 4.16
Symbol: DEXT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LEVER | Network: ERC20 | Withdrawal fee: 2651.0
Symbol: CATHEONIOU | Network: NONE | Withdrawal fee: 1.0
Symbol: LON | Network: ERC20 | Withdrawal fee: 10.0
Symbol: CONV | Network: ERC20 | Withdrawal fee: 7982.0
Symbol: IDEX | Network: ERC20 | Withdrawal fee: 160.0
Symbol: DEXI | Network: MATIC | Withdrawal fee: 10.0
Symbol: AMPT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DEXE | Network: ERC20 | Withdrawal fee: 5.0
Symbol: POOLZ | Network: ERC20 | Withdrawal fee: 3.7
Symbol: AVAX | Network: AVAX_XCHAIN | Withdrawal fee: 0.05
Symbol: AVAX | Network: AVAX_CCHAIN | Withdrawal fee: 0.05
Symbol: AMPL | Network: ERC20 | Withdrawal fee: 5.0
Symbol: FPFT | Network: BITCI | Withdrawal fee: 6.0
Symbol: AZIT | Network: KLAY | Withdrawal fee: 9.0
Symbol: RFOX | Network: ERC20 | Withdrawal fee: 610.0
Symbol: WIFI | Network: MATIC | Withdrawal fee: 8.0
Symbol: PUSH | Network: ERC20 | Withdrawal fee: 28.0
Symbol: YIN | Network: ERC20 | Withdrawal fee: 128.0
Symbol: VRYNT | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: VOLTAGE | Network: FUSE | Withdrawal fee: 1500.0
Symbol: ROCO | Network: AVAX_CCHAIN | Withdrawal fee: 3.5
Symbol: LPT | Network: ERC20 | Withdrawal fee: 1.0397
Symbol: IDIA | Network: ERC20 | Withdrawal fee: 8.0
Symbol: HIVE | Network: HIVE | Withdrawal fee: 1.0
Symbol: GODS | Network: ERC20 | Withdrawal fee: 21.0
Symbol: COOK | Network: ERC20 | Withdrawal fee: 10246.0
Symbol: LQD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PYM | Network: MATIC | Withdrawal fee: 65.0
Symbol: PYP | Network: EOS | Withdrawal fee: 0.0
Symbol: PYR | Network: ERC20 | Withdrawal fee: 1.0
Symbol: PYR | Network: MATIC | Withdrawal fee: 0.1
Symbol: DAI | Network: ERC20 | Withdrawal fee: 7.0
Symbol: YKC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DARC | Network: DARC | Withdrawal fee: 1.0
Symbol: DAM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DAO | Network: ERC20 | Withdrawal fee: 3.67
Symbol: DAR | Network: ERC20 | Withdrawal fee: 59.0
Symbol: THOL | Network: ERC20 | Withdrawal fee: 83.0
Symbol: ETHBULL | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DAV | Network: ERC20 | Withdrawal fee: 0.0
Symbol: X2Y2 | Network: ERC20 | Withdrawal fee: 98.0
Symbol: LRC | Network: ERC20 | Withdrawal fee: 38.0
Symbol: CORE | Network: CORE | Withdrawal fee: 0.05
Symbol: CORA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CHICKS | Network: SOL | Withdrawal fee: 0.0
Symbol: DASH | Network: DASH | Withdrawal fee: 0.002
Symbol: DBL | Network: ERC20 | Withdrawal fee: 55.0
Symbol: WOMBAT | Network: MATIC | Withdrawal fee: 25.0
Symbol: NORD | Network: ERC20 | Withdrawal fee: 65.0
Symbol: NORD | Network: MATIC | Withdrawal fee: 0.4
Symbol: CIRUS | Network: ERC20 | Withdrawal fee: 71.0
Symbol: DBY | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: GOFX | Network: SOL | Withdrawal fee: 78.0
Symbol: LSD | Network: ERC20 | Withdrawal fee: 46.0
Symbol: LSC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AKTIO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LSP | Network: XLM | Withdrawal fee: 0.0
Symbol: DCH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SAFE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DCR | Network: DCR | Withdrawal fee: 0.01
Symbol: USACOIN | Network: ERC20 | Withdrawal fee: 50.0
Symbol: LIKE | Network: SOL | Withdrawal fee: 230.0
Symbol: CORN | Network: TRC20 | Withdrawal fee: 0.0
Symbol: BLOK | Network: MATIC | Withdrawal fee: 30.0
Symbol: MECHA | Network: MATIC | Withdrawal fee: 1.0
Symbol: LTC | Network: LTC | Withdrawal fee: 0.001
Symbol: METIS | Network: ERC20 | Withdrawal fee: 0.3008
Symbol: METIS | Network: METIS | Withdrawal fee: 0.006
Symbol: SENT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BRIGHT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: GUILD | Network: ERC20 | Withdrawal fee: 315.0
Symbol: DDD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SUNDAE | Network: ADA | Withdrawal fee: 2.0
Symbol: AIMS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LTX | Network: ERC20 | Withdrawal fee: 25.0
Symbol: LINA | Network: ERC20 | Withdrawal fee: 1469.0
Symbol: MYRIA | Network: ERC20 | Withdrawal fee: 1281.0
Symbol: LINK | Network: ERC20 | Withdrawal fee: 0.84
Symbol: DDX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FLEX | Network: ERC20 | Withdrawal fee: 3.87
Symbol: LUD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LUC | Network: XRP | Withdrawal fee: 0.0
Symbol: QTUM | Network: QTUM | Withdrawal fee: 0.1
Symbol: UFO | Network: ERC20 | Withdrawal fee: 4409139.0
Symbol: DEB | Network: DEB | Withdrawal fee: 2.0
Symbol: WILD | Network: ERC20 | Withdrawal fee: 38.0
Symbol: UFT | Network: ERC20 | Withdrawal fee: 5.0
Symbol: OATH | Network: FTM | Withdrawal fee: 1.0
Symbol: LOVEDEESSE | Network: ERC20 | Withdrawal fee: 4621.0
Symbol: DEG | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: DEP | Network: ERC20 | Withdrawal fee: 1771.0
Symbol: DUCKER | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MDULY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: YOM | Network: SOL | Withdrawal fee: 20.0
Symbol: KRIDA | Network: MATIC | Withdrawal fee: 0.0
Symbol: YOO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FCT2 | Network: FCT | Withdrawal fee: 1.0
Symbol: HNB | Network: ERC20 | Withdrawal fee: 1145.0
Symbol: DFA | Network: ERC20 | Withdrawal fee: 120.0
Symbol: COTI | Network: ERC20 | Withdrawal fee: 56.0
Symbol: HND | Network: FTM | Withdrawal fee: 1.5
Symbol: CREDIT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BENQI | Network: AVAX_CCHAIN | Withdrawal fee: 45.0
Symbol: DFD | Network: ERC20 | Withdrawal fee: 437.0
Symbol: NOVA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: COVA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DFL | Network: SOL | Withdrawal fee: 860.0
Symbol: HNS | Network: HNS | Withdrawal fee: 1.0
Symbol: DEFIT | Network: MATIC | Withdrawal fee: 1.0
Symbol: SAKE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HETH | Network: HECO | Withdrawal fee: 0.0
Symbol: DFS | Network: EOS | Withdrawal fee: 0.1
Symbol: FLOOR | Network: ERC20 | Withdrawal fee: 0.0
Symbol: dFuture | Network: HECO | Withdrawal fee: 2.8
Symbol: DFX | Network: ERC20 | Withdrawal fee: 73.0
Symbol: LWD | Network: ERC20 | Withdrawal fee: 58.0
Symbol: TIDAL | Network: ERC20 | Withdrawal fee: 6000.0
Symbol: NMOON | Network: NONE | Withdrawal fee: 1.0
Symbol: DGC | Network: DGC | Withdrawal fee: 0.1
Symbol: AC | Network: ERC20 | Withdrawal fee: 121.0
Symbol: WING | Network: ONT | Withdrawal fee: 0.01
Symbol: AE | Network: AE | Withdrawal fee: 5.0
Symbol: HOP | Network: ERC20 | Withdrawal fee: 55.0
Symbol: SERO | Network: SERO | Withdrawal fee: 10.0
Symbol: HOO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HOT | Network: ERC20 | Withdrawal fee: 3316.0
Symbol: AO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AR | Network: AR | Withdrawal fee: 0.15
Symbol: PICA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: XDAO | Network: ERC20 | Withdrawal fee: 8.0
Symbol: AT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AX | Network: ERC20 | Withdrawal fee: 2.81
Symbol: COVN | Network: ERC20 | Withdrawal fee: 7.0
Symbol: HPB | Network: HPB | Withdrawal fee: 0.0
Symbol: XDAI | Network: XDAI | Withdrawal fee: 0.0
Symbol: BC | Network: ERC20 | Withdrawal fee: 2414.0
Symbol: NIFRIEND | Network: NONE | Withdrawal fee: 1.0
Symbol: COVER | Network: ERC20 | Withdrawal fee: 0.2847
Symbol: SAMA | Network: SAMA | Withdrawal fee: 1.0
Symbol: ARCH | Network: ERC20 | Withdrawal fee: 0.4584
Symbol: MARSH | Network: ERC20 | Withdrawal fee: 101.0
Symbol: JPEG | Network: ERC20 | Withdrawal fee: 6445.0
Symbol: DHP | Network: ERC20 | Withdrawal fee: 1197.0
Symbol: DHP | Network: DHP | Withdrawal fee: 0.1
Symbol: HPT | Network: HECO | Withdrawal fee: 10.0
Symbol: SNFT | Network: BITCI | Withdrawal fee: 7.0
Symbol: DWEB | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HPX | Network: HPX | Withdrawal fee: 1.0
Symbol: BT | Network: ERC20 | Withdrawal fee: 5.0
Symbol: SAMO | Network: SOL | Withdrawal fee: 320.0
Symbol: DIE | Network: ERC20 | Withdrawal fee: 68278550.0
Symbol: QBT | Network: ERC20 | Withdrawal fee: 160.0
Symbol: RSS3 | Network: ERC20 | Withdrawal fee: 10.0
Symbol: DIP | Network: ERC20 | Withdrawal fee: 200.0
Symbol: HQT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SMETA | Network: ERC20 | Withdrawal fee: 32.0
Symbol: HQX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DIS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: CT | Network: KLAY | Withdrawal fee: 200.0
Symbol: CW | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BLUR | Network: ERC20 | Withdrawal fee: 12.0
Symbol: ARCX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: YST | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DC | Network: DOGECHAIN | Withdrawal fee: 15.0
Symbol: PRARE | Network: ERC20 | Withdrawal fee: 1114.0
Symbol: ARES | Network: ERC20 | Withdrawal fee: 0.0
Symbol: STARL | Network: ERC20 | Withdrawal fee: 2246730.0
Symbol: DF | Network: ERC20 | Withdrawal fee: 219.0
Symbol: DG | Network: ERC20 | Withdrawal fee: 172.0
Symbol: DG | Network: MATIC | Withdrawal fee: 1.8
Symbol: YOYO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SHOPX | Network: ERC20 | Withdrawal fee: 383.0
Symbol: ZJLT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LITH | Network: ERC20 | Withdrawal fee: 10052.0
Symbol: DV | Network: ERC20 | Withdrawal fee: 1136.0
Symbol: GLEEC | Network: GLEEC | Withdrawal fee: 0.0
Symbol: HAPI | Network: ERC20 | Withdrawal fee: 0.53
Symbol: DX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MOONEY | Network: ERC20 | Withdrawal fee: 2255.0
Symbol: BUYOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FLOKI | Network: ERC20 | Withdrawal fee: 289593.0
Symbol: YTS | Network: AVAX_CCHAIN | Withdrawal fee: 0.0
Symbol: HSF | Network: ERC20 | Withdrawal fee: 5.66
Symbol: DKA | Network: ERC20 | Withdrawal fee: 150.0
Symbol: ULU | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SAND | Network: ERC20 | Withdrawal fee: 11.0
Symbol: HSN | Network: ERC20 | Withdrawal fee: 0.0
Symbol: STAR1 | Network: SOL | Withdrawal fee: 44.0
Symbol: EMON | Network: MATIC | Withdrawal fee: 25.0
Symbol: EMON | Network: ERC20 | Withdrawal fee: 1832.0
Symbol: EL | Network: ERC20 | Withdrawal fee: 1441.0
Symbol: DKM | Network: SOL | Withdrawal fee: 2000.0
Symbol: LIGHT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: UMA | Network: ERC20 | Withdrawal fee: 3.0
Symbol: EM | Network: ERC20 | Withdrawal fee: 2700.0
Symbol: UMB | Network: ERC20 | Withdrawal fee: 335.0
Symbol: EQ | Network: ERC20 | Withdrawal fee: 5730.0
Symbol: ROME | Network: MOVR | Withdrawal fee: 0.001
Symbol: TUSD | Network: ERC20 | Withdrawal fee: 3.0
Symbol: TUSD | Network: TRC20 | Withdrawal fee: 4.0
Symbol: RBTC | Network: RBTC | Withdrawal fee: 0.0
Symbol: PMON | Network: ERC20 | Withdrawal fee: 4.0
Symbol: LIT1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FB | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FC | Network: CFX | Withdrawal fee: 0.0
Symbol: ONTP | Network: ERC20 | Withdrawal fee: 40.0
Symbol: FF | Network: ERC20 | Withdrawal fee: 0.0
Symbol: GLINT | Network: GLMR | Withdrawal fee: 2.0
Symbol: UNB | Network: ERC20 | Withdrawal fee: 6255.0
Symbol: ROADLY | Network: ERC20 | Withdrawal fee: 0.0
Symbol: STATE | Network: ERC20 | Withdrawal fee: 30.0
Symbol: FO | Network: FO | Withdrawal fee: 50.0
Symbol: HTT | Network: KLAY | Withdrawal fee: 70.0
Symbol: HARD | Network: KAVA | Withdrawal fee: 0.5
Symbol: UNC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LEND | Network: ERC20 | Withdrawal fee: 0.0
Symbol: FS | Network: FTM | Withdrawal fee: 0.0
Symbol: FT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ATPAY | Network: SOL | Withdrawal fee: 1.3
Symbol: UNI | Network: ERC20 | Withdrawal fee: 1.49
Symbol: UNM | Network: ERC20 | Withdrawal fee: 0.1
Symbol: 3KM | Network: KLAY | Withdrawal fee: 1.0
Symbol: DNXC | Network: ERC20 | Withdrawal fee: 368.0
Symbol: UNO | Network: ERC20 | Withdrawal fee: 124.0
Symbol: YVS | Network: ERC20 | Withdrawal fee: 97.0
Symbol: UNQ | Network: SOL | Withdrawal fee: 400.0
Symbol: DMA | Network: MATIC | Withdrawal fee: 0.0
Symbol: UNT | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DMD | Network: EOS | Withdrawal fee: 0.001
Symbol: GC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: GF | Network: ERC20 | Withdrawal fee: 40.0
Symbol: DMG | Network: ERC20 | Withdrawal fee: 1826.0
Symbol: KSCOLD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: HAPY | Network: SERO | Withdrawal fee: 0.0
Symbol: GM | Network: ERC20 | Withdrawal fee: 1054741.0
Symbol: WELL | Network: GLMR | Withdrawal fee: 0.0
Symbol: DOGGO | Network: SOL | Withdrawal fee: 21730400.0
Symbol: GP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: NCASH | Network: ERC20 | Withdrawal fee: 2500.0
Symbol: GS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LEMC | Network: KLAY | Withdrawal fee: 1.0
Symbol: BQCC | Network: ERC20 | Withdrawal fee: 0.0
Symbol: UCNS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: IMEX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DNA | Network: DNA | Withdrawal fee: 0.01
Symbol: LEMO | Network: ERC20 | Withdrawal fee: 0.0
Symbol: LEMN | Network: KLAY | Withdrawal fee: 2.0
Symbol: START | Network: MATIC | Withdrawal fee: 0.0
Symbol: PEAK | Network: ERC20 | Withdrawal fee: 2554.0
Symbol: HC | Network: HC | Withdrawal fee: 0.5
Symbol: HVH | Network: ERC20 | Withdrawal fee: 0.0
Symbol: GAS | Network: NEO | Withdrawal fee: 0.0
Symbol: GAS | Network: NEO3 | Withdrawal fee: 1.0
Symbol: ROOM | Network: ERC20 | Withdrawal fee: 0.0
Symbol: AIPAD | Network: ERC20 | Withdrawal fee: 0.0
Symbol: WELT | Network: MATIC | Withdrawal fee: 0.0
Symbol: ROOK | Network: ERC20 | Withdrawal fee: 0.03
Symbol: YTSLA | Network: ERC20 | Withdrawal fee: 0.0
Symbol: BYTZ | Network: BYTZ | Withdrawal fee: 0.01
Symbol: DNS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: REDLC | Network: REDLC | Withdrawal fee: 0.5
Symbol: HT | Network: ERC20 | Withdrawal fee: 2.12
Symbol: HT | Network: HECO | Withdrawal fee: 0.001
Symbol: FLOW | Network: FLOW | Withdrawal fee: 0.1
Symbol: UPI | Network: ERC20 | Withdrawal fee: 1874.0
Symbol: SUZUME | Network: ERC20 | Withdrawal fee: 4679271.0
Symbol: HATI | Network: ERC20 | Withdrawal fee: 7819176370.0
Symbol: NSURE | Network: ERC20 | Withdrawal fee: 628.0
Symbol: ID | Network: ERC20 | Withdrawal fee: 6.0
Symbol: DOE | Network: ERC20 | Withdrawal fee: 0.0
Symbol: DSCP | Network: ERC20 | Withdrawal fee: 0.0
Symbol: SMART | Network: ERC20 | Withdrawal fee: 7.0
Symbol: DOG | Network: ERC20 | Withdrawal fee: 0.0
Symbol: ONSTON | Network: ERC20 | Withdrawal fee: 1338.0
Symbol: DON | Network: IOST | Withdrawal fee: 0.0
Symbol: DOP | Network: ERC20 | Withdrawal fee: 17.0
Symbol: LUFFY | Network: ERC20 | Withdrawal fee: 106668.0
Symbol: IQ | Network: EOS | Withdrawal fee: 150.0
Symbol: IQ | Network: ERC20 | Withdrawal fee: 220.0
Symbol: DOT | Network: DOT | Withdrawal fee: 0.1
Symbol: DOS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MYST | Network: ERC20 | Withdrawal fee: 36.0
Symbol: MYST | Network: MATIC | Withdrawal fee: 0.5
Symbol: IX | Network: ERC20 | Withdrawal fee: 0.0
Symbol: 1INCH | Network: ERC20 | Withdrawal fee: 10.0
Symbol: MOON1 | Network: ERC20 | Withdrawal fee: 0.0
Symbol: MAF | Network: KLAY | Withdrawal fee: 1.0
Symbol: BERRY | Network: ERC20 | Withdrawal fee: 4271.0
Symbol: THEOS | Network: ERC20 | Withdrawal fee: 0.0
Symbol: PENDULUM | Network: PEN | Withdrawal fee: 0.005
